MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20180724,6073,San Diego County,CA,0,100,100,100,0,0,7/24/18,7/30/18,1
20180717,6073,San Diego County,CA,0,100,100,100,0,0,7/17/18,7/23/18,1
20180710,6073,San Diego County,CA,0,100,100,100,0,0,7/10/18,7/16/18,1
20180703,6073,San Diego County,CA,0,100,100,100,0,0,7/3/18,7/9/18,1
20180626,6073,San Diego County,CA,0,100,100,100,0,0,6/26/18,7/2/18,1
20180619,6073,San Diego County,CA,0,100,100,100,0,0,6/19/18,6/25/18,1
20180612,6073,San Diego County,CA,0,100,100,100,0,0,6/12/18,6/18/18,1
20180605,6073,San Diego County,CA,0,100,100,100,0,0,6/5/18,6/11/18,1
20180529,6073,San Diego County,CA,0,100,100,100,0,0,5/29/18,6/4/18,1
20180522,6073,San Diego County,CA,0,100,100,100,0,0,5/22/18,5/28/18,1
20180515,6073,San Diego County,CA,0,100,100,100,0,0,5/15/18,5/21/18,1
20180508,6073,San Diego County,CA,0,100,100,3.58,0,0,5/8/18,5/14/18,1
20180501,6073,San Diego County,CA,0,100,100,3.58,0,0,5/1/18,5/7/18,1
20180424,6073,San Diego County,CA,0,100,100,3.58,0,0,4/24/18,4/30/18,1
20180417,6073,San Diego County,CA,0,100,100,3.58,0,0,4/17/18,4/23/18,1
20180410,6073,San Diego County,CA,0,100,100,3.58,0,0,4/10/18,4/16/18,1
20180403,6073,San Diego County,CA,0,100,100,3.58,0,0,4/3/18,4/9/18,1
20180327,6073,San Diego County,CA,0,100,100,3.58,0,0,3/27/18,4/2/18,1
20180320,6073,San Diego County,CA,0,100,100,0,0,0,3/20/18,3/26/18,1
20180313,6073,San Diego County,CA,0,100,100,0,0,0,3/13/18,3/19/18,1
20180306,6073,San Diego County,CA,0,100,100,0,0,0,3/6/18,3/12/18,1
20180227,6073,San Diego County,CA,0,100,100,0,0,0,2/27/18,3/5/18,1
20180220,6073,San Diego County,CA,0,100,100,0,0,0,2/20/18,2/26/18,1
