MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20190723,6065,Riverside County,CA,75.94,24.06,0,0,0,0,7/23/19,7/29/19,1
20190716,6065,Riverside County,CA,75.94,24.06,0,0,0,0,7/16/19,7/22/19,1
20190709,6065,Riverside County,CA,75.94,24.06,0,0,0,0,7/9/19,7/15/19,1
20190702,6065,Riverside County,CA,75.94,24.06,0,0,0,0,7/2/19,7/8/19,1
20190625,6065,Riverside County,CA,75.94,24.06,0,0,0,0,6/25/19,7/1/19,1
20190618,6065,Riverside County,CA,75.94,24.06,0,0,0,0,6/18/19,6/24/19,1
20190611,6065,Riverside County,CA,75.94,24.06,0,0,0,0,6/11/19,6/17/19,1
20190604,6065,Riverside County,CA,75.94,24.06,0,0,0,0,6/4/19,6/10/19,1
20190528,6065,Riverside County,CA,75.94,24.06,0,0,0,0,5/28/19,6/3/19,1
20190521,6065,Riverside County,CA,75.94,24.06,0,0,0,0,5/21/19,5/27/19,1
20190514,6065,Riverside County,CA,75.94,24.06,0,0,0,0,5/14/19,5/20/19,1
20190507,6065,Riverside County,CA,75.94,24.06,0,0,0,0,5/7/19,5/13/19,1
20190430,6065,Riverside County,CA,75.94,24.06,0,0,0,0,4/30/19,5/6/19,1
20190423,6065,Riverside County,CA,75.94,24.06,0,0,0,0,4/23/19,4/29/19,1
20190416,6065,Riverside County,CA,75.94,24.06,0,0,0,0,4/16/19,4/22/19,1
20190409,6065,Riverside County,CA,75.94,24.06,0,0,0,0,4/9/19,4/15/19,1
20190402,6065,Riverside County,CA,75.94,24.06,0,0,0,0,4/2/19,4/8/19,1
20190326,6065,Riverside County,CA,75.94,24.06,0,0,0,0,3/26/19,4/1/19,1
20190319,6065,Riverside County,CA,75.94,24.06,0,0,0,0,3/19/19,3/25/19,1
20190312,6065,Riverside County,CA,75.94,24.06,0,0,0,0,3/12/19,3/18/19,1
20190305,6065,Riverside County,CA,56.56,43.44,0,0,0,0,3/5/19,3/11/19,1
20190226,6065,Riverside County,CA,56.56,43.44,0,0,0,0,2/26/19,3/4/19,1
20190219,6065,Riverside County,CA,39.42,60.58,0,0,0,0,2/19/19,2/25/19,1
20190212,6065,Riverside County,CA,0,100,36.4,0,0,0,2/12/19,2/18/19,1
20190205,6065,Riverside County,CA,0,100,36.4,0,0,0,2/5/19,2/11/19,1
20190129,6065,Riverside County,CA,0,100,75.71,0,0,0,1/29/19,2/4/19,1
20190122,6065,Riverside County,CA,0,100,99.96,0,0,0,1/22/19,1/28/19,1
20190115,6065,Riverside County,CA,0,100,100,0,0,0,1/15/19,1/21/19,1
20190108,6065,Riverside County,CA,0,100,100,24.02,0,0,1/8/19,1/14/19,1
20190101,6065,Riverside County,CA,0,100,100,24.02,0,0,1/1/19,1/7/19,1
20181225,6065,Riverside County,CA,0,100,100,31.29,0,0,12/25/18,12/31/18,1
20181218,6065,Riverside County,CA,0,100,100,31.29,0,0,12/18/18,12/24/18,1
20181211,6065,Riverside County,CA,0,100,100,31.29,0,0,12/11/18,12/17/18,1
20181204,6065,Riverside County,CA,0,100,100,39.96,0.36,0,12/4/18,12/10/18,1
20181127,6065,Riverside County,CA,0,100,100,39.96,0.36,0,11/27/18,12/3/18,1
20181120,6065,Riverside County,CA,0,100,100,40.6,0.36,0,11/20/18,11/26/18,1
20181113,6065,Riverside County,CA,0,100,100,40.6,0.36,0,11/13/18,11/19/18,1
20181106,6065,Riverside County,CA,0,100,100,40.6,0.36,0,11/6/18,11/12/18,1
20181030,6065,Riverside County,CA,0,100,100,68.05,5.62,0,10/30/18,11/5/18,1
20181023,6065,Riverside County,CA,0,100,100,68.05,5.62,0,10/23/18,10/29/18,1
20181016,6065,Riverside County,CA,0,100,100,98.1,5.62,0,10/16/18,10/22/18,1
20181009,6065,Riverside County,CA,0,100,100,98.1,33.36,0,10/9/18,10/15/18,1
20181002,6065,Riverside County,CA,0,100,100,98.14,33.36,0,10/2/18,10/8/18,1
20180925,6065,Riverside County,CA,0,100,100,98.14,33.36,0,9/25/18,10/1/18,1
20180918,6065,Riverside County,CA,0,100,100,98.14,33.36,0,9/18/18,9/24/18,1
20180911,6065,Riverside County,CA,0,100,100,98.14,33.36,0,9/11/18,9/17/18,1
20180904,6065,Riverside County,CA,0,100,100,98.14,12.76,0,9/4/18,9/10/18,1
20180828,6065,Riverside County,CA,0,100,100,98.14,12.76,0,8/28/18,9/3/18,1
20180821,6065,Riverside County,CA,0,100,100,98.14,12.76,0,8/21/18,8/27/18,1
20180814,6065,Riverside County,CA,0,100,100,98.14,12.76,0,8/14/18,8/20/18,1
20180807,6065,Riverside County,CA,0,100,100,98.14,12.76,0,8/7/18,8/13/18,1
20180731,6065,Riverside County,CA,0,100,100,98.14,12.76,0,7/31/18,8/6/18,1
20180724,6065,Riverside County,CA,0,100,100,98.14,12.76,0,7/24/18,7/30/18,1
20180717,6065,Riverside County,CA,0,100,100,98.14,12.76,0,7/17/18,7/23/18,1
20180710,6065,Riverside County,CA,0,100,100,98.14,12.76,0,7/10/18,7/16/18,1
20180703,6065,Riverside County,CA,0,100,100,98.14,12.76,0,7/3/18,7/9/18,1
20180626,6065,Riverside County,CA,0,100,100,98.14,12.76,0,6/26/18,7/2/18,1
20180619,6065,Riverside County,CA,0,100,100,98.14,12.76,0,6/19/18,6/25/18,1
20180612,6065,Riverside County,CA,0,100,100,98.14,12.76,0,6/12/18,6/18/18,1
20180605,6065,Riverside County,CA,0,100,100,98.14,12.65,0,6/5/18,6/11/18,1
20180529,6065,Riverside County,CA,0,100,100,98.14,12.65,0,5/29/18,6/4/18,1
20180522,6065,Riverside County,CA,0,100,100,98.14,12.65,0,5/22/18,5/28/18,1
20180515,6065,Riverside County,CA,0,100,100,98.27,12.91,0,5/15/18,5/21/18,1
20180508,6065,Riverside County,CA,0,100,100,45.36,12.91,0,5/8/18,5/14/18,1
20180501,6065,Riverside County,CA,0,100,100,45.36,12.91,0,5/1/18,5/7/18,1
20180424,6065,Riverside County,CA,0,100,100,45.36,12.91,0,4/24/18,4/30/18,1
20180417,6065,Riverside County,CA,0,100,100,45.36,12.48,0,4/17/18,4/23/18,1
20180410,6065,Riverside County,CA,0,100,100,45.36,12.48,0,4/10/18,4/16/18,1
20180403,6065,Riverside County,CA,0,100,100,45.36,12.48,0,4/3/18,4/9/18,1
20180327,6065,Riverside County,CA,0,100,100,45.36,12.48,0,3/27/18,4/2/18,1
20180320,6065,Riverside County,CA,0,100,100,13.16,0,0,3/20/18,3/26/18,1
20180313,6065,Riverside County,CA,0,100,100,13.16,0,0,3/13/18,3/19/18,1
20180306,6065,Riverside County,CA,0,100,100,12.46,0,0,3/6/18,3/12/18,1
20180227,6065,Riverside County,CA,0,100,100,0.01,0,0,2/27/18,3/5/18,1
20180220,6065,Riverside County,CA,0,100,100,0.01,0,0,2/20/18,2/26/18,1
20230221,6073,San Diego County,CA,0,100,100,0,0,0,2/21/23,2/27/23,1
20230214,6073,San Diego County,CA,0,100,100,0,0,0,2/14/23,2/20/23,1
20230207,6073,San Diego County,CA,0,100,100,0,0,0,2/7/23,2/13/23,1
20230131,6073,San Diego County,CA,0,100,100,0,0,0,1/31/23,2/6/23,1
20230124,6073,San Diego County,CA,0,100,100,0,0,0,1/24/23,1/30/23,1
20230117,6073,San Diego County,CA,0,100,100,0,0,0,1/17/23,1/23/23,1
20230110,6073,San Diego County,CA,0,100,100,0,0,0,1/10/23,1/16/23,1
20230103,6073,San Diego County,CA,0,100,100,0,0,0,1/3/23,1/9/23,1
20221227,6073,San Diego County,CA,0,100,100,0,0,0,12/27/22,1/2/23,1
20221220,6073,San Diego County,CA,0,100,100,0,0,0,12/20/22,12/26/22,1
20221213,6073,San Diego County,CA,0,100,100,0,0,0,12/13/22,12/19/22,1
20221206,6073,San Diego County,CA,0,100,100,0,0,0,12/6/22,12/12/22,1
20221129,6073,San Diego County,CA,0,100,100,0,0,0,11/29/22,12/5/22,1
20221122,6073,San Diego County,CA,0,100,100,0,0,0,11/22/22,11/28/22,1
20221115,6073,San Diego County,CA,0,100,100,0,0,0,11/15/22,11/21/22,1
20221108,6073,San Diego County,CA,0,100,100,5.54,0,0,11/8/22,11/14/22,1
20221101,6073,San Diego County,CA,0,100,100,5.54,0,0,11/1/22,11/7/22,1
20221025,6073,San Diego County,CA,0,100,100,5.54,0,0,10/25/22,10/31/22,1
20221018,6073,San Diego County,CA,0,100,100,5.54,0,0,10/18/22,10/24/22,1
20221011,6073,San Diego County,CA,0,100,100,5.54,0,0,10/11/22,10/17/22,1
20221004,6073,San Diego County,CA,0,100,100,5.66,0,0,10/4/22,10/10/22,1
20220927,6073,San Diego County,CA,0,100,100,5.85,0,0,9/27/22,10/3/22,1
20220920,6073,San Diego County,CA,0,100,100,6.57,0,0,9/20/22,9/26/22,1
20220913,6073,San Diego County,CA,0,100,100,6.57,0,0,9/13/22,9/19/22,1
20220906,6073,San Diego County,CA,0,100,100,36.81,0,0,9/6/22,9/12/22,1
20220830,6073,San Diego County,CA,0,100,100,36.81,0,0,8/30/22,9/5/22,1
20220823,6073,San Diego County,CA,0,100,100,36.81,0,0,8/23/22,8/29/22,1
20220816,6073,San Diego County,CA,0,100,100,36.81,0,0,8/16/22,8/22/22,1
20220809,6073,San Diego County,CA,0,100,100,35.47,0,0,8/9/22,8/15/22,1
20220802,6073,San Diego County,CA,0,100,100,33.74,0,0,8/2/22,8/8/22,1
20220726,6073,San Diego County,CA,0,100,100,33.74,0,0,7/26/22,8/1/22,1
20220719,6073,San Diego County,CA,0,100,100,33.74,0,0,7/19/22,7/25/22,1
20220712,6073,San Diego County,CA,0,100,100,34.12,0,0,7/12/22,7/18/22,1
20220705,6073,San Diego County,CA,0,100,100,34.12,0,0,7/5/22,7/11/22,1
20220628,6073,San Diego County,CA,0,100,100,34.12,0,0,6/28/22,7/4/22,1
20220621,6073,San Diego County,CA,0,100,100,34.12,0,0,6/21/22,6/27/22,1
20220614,6073,San Diego County,CA,0,100,100,34.12,0,0,6/14/22,6/20/22,1
20220607,6073,San Diego County,CA,0,100,100,34.12,0,0,6/7/22,6/13/22,1
20220531,6073,San Diego County,CA,0,100,100,35.49,0,0,5/31/22,6/6/22,1
20220524,6073,San Diego County,CA,0,100,100,35.49,0,0,5/24/22,5/30/22,1
20220517,6073,San Diego County,CA,0,100,100,28.58,0,0,5/17/22,5/23/22,1
20220510,6073,San Diego County,CA,0,100,100,28.58,0,0,5/10/22,5/16/22,1
20220503,6073,San Diego County,CA,0,100,100,29.04,0,0,5/3/22,5/9/22,1
20220426,6073,San Diego County,CA,0,100,100,29.04,0,0,4/26/22,5/2/22,1
20220419,6073,San Diego County,CA,0,100,100,29.04,0,0,4/19/22,4/25/22,1
20220412,6073,San Diego County,CA,0,100,100,29.04,0,0,4/12/22,4/18/22,1
20220405,6073,San Diego County,CA,0,100,100,0.69,0,0,4/5/22,4/11/22,1
20220329,6073,San Diego County,CA,0,100,100,0.69,0,0,3/29/22,4/4/22,1
20220322,6073,San Diego County,CA,0,100,100,0.69,0,0,3/22/22,3/28/22,1
20220315,6073,San Diego County,CA,0,100,100,0.69,0,0,3/15/22,3/21/22,1
20220308,6073,San Diego County,CA,0,100,100,0.69,0,0,3/8/22,3/14/22,1
20220301,6073,San Diego County,CA,0,100,100,0.69,0,0,3/1/22,3/7/22,1
20220222,6073,San Diego County,CA,0,100,100,0,0,0,2/22/22,2/28/22,1
20220215,6073,San Diego County,CA,0,100,100,0,0,0,2/15/22,2/21/22,1
20220208,6073,San Diego County,CA,0,100,100,0,0,0,2/8/22,2/14/22,1
20220201,6073,San Diego County,CA,0,100,100,0,0,0,2/1/22,2/7/22,1
20220125,6073,San Diego County,CA,0,100,100,0,0,0,1/25/22,1/31/22,1
20220118,6073,San Diego County,CA,0,100,100,0,0,0,1/18/22,1/24/22,1
20220111,6073,San Diego County,CA,0,100,100,0,0,0,1/11/22,1/17/22,1
20220104,6073,San Diego County,CA,0,100,100,0,0,0,1/4/22,1/10/22,1
20211228,6073,San Diego County,CA,0,100,100,0,0,0,12/28/21,1/3/22,1
20211221,6073,San Diego County,CA,0,100,100,5.6,0,0,12/21/21,12/27/21,1
20211214,6073,San Diego County,CA,0,100,100,5.36,0,0,12/14/21,12/20/21,1
20211207,6073,San Diego County,CA,0,100,100,5.36,0,0,12/7/21,12/13/21,1
20211130,6073,San Diego County,CA,0,100,100,5.36,0,0,11/30/21,12/6/21,1
20211123,6073,San Diego County,CA,0,100,100,5.36,0,0,11/23/21,11/29/21,1
20211116,6073,San Diego County,CA,0,100,100,5.36,0,0,11/16/21,11/22/21,1
20211109,6073,San Diego County,CA,0,100,100,5.36,0,0,11/9/21,11/15/21,1
20211102,6073,San Diego County,CA,0,100,100,5.36,0,0,11/2/21,11/8/21,1
20211026,6073,San Diego County,CA,0,100,100,5.36,0,0,10/26/21,11/1/21,1
20211019,6073,San Diego County,CA,0,100,100,5.36,0,0,10/19/21,10/25/21,1
20211012,6073,San Diego County,CA,0,100,100,7.74,0,0,10/12/21,10/18/21,1
20211005,6073,San Diego County,CA,0,100,100,7.74,0,0,10/5/21,10/11/21,1
20210928,6073,San Diego County,CA,0,100,100,7.74,0,0,9/28/21,10/4/21,1
20210921,6073,San Diego County,CA,0,100,100,7.74,0,0,9/21/21,9/27/21,1
20210914,6073,San Diego County,CA,0,100,100,7.74,0,0,9/14/21,9/20/21,1
20210907,6073,San Diego County,CA,0,100,100,7.74,0,0,9/7/21,9/13/21,1
20210831,6073,San Diego County,CA,0,100,100,10.01,0,0,8/31/21,9/6/21,1
20210824,6073,San Diego County,CA,0,100,100,10.4,0,0,8/24/21,8/30/21,1
20210817,6073,San Diego County,CA,0,100,100,10.4,0,0,8/17/21,8/23/21,1
20210810,6073,San Diego County,CA,0,100,100,10.4,0,0,8/10/21,8/16/21,1
20210803,6073,San Diego County,CA,0,100,100,10.4,0,0,8/3/21,8/9/21,1
20210727,6073,San Diego County,CA,0,100,100,10.81,0,0,7/27/21,8/2/21,1
20210720,6073,San Diego County,CA,0,100,100,10.81,0,0,7/20/21,7/26/21,1
20210713,6073,San Diego County,CA,0,100,100,10.81,0,0,7/13/21,7/19/21,1
20210706,6073,San Diego County,CA,0,100,100,11.05,0,0,7/6/21,7/12/21,1
20210629,6073,San Diego County,CA,0,100,100,11.05,0,0,6/29/21,7/5/21,1
20210622,6073,San Diego County,CA,0,100,100,11.05,0,0,6/22/21,6/28/21,1
20210615,6073,San Diego County,CA,0,100,100,11.51,0,0,6/15/21,6/21/21,1
20210608,6073,San Diego County,CA,0,100,100,11.51,0,0,6/8/21,6/14/21,1
20210601,6073,San Diego County,CA,0,100,100,11.13,0,0,6/1/21,6/7/21,1
20210525,6073,San Diego County,CA,0,100,100,11.13,0,0,5/25/21,5/31/21,1
20210518,6073,San Diego County,CA,0,100,100,11.02,0,0,5/18/21,5/24/21,1
20210511,6073,San Diego County,CA,0,100,100,11.02,0,0,5/11/21,5/17/21,1
20210504,6073,San Diego County,CA,0,100,13.08,0.1,0,0,5/4/21,5/10/21,1
20210427,6073,San Diego County,CA,0,100,13.08,0.1,0,0,4/27/21,5/3/21,1
20210420,6073,San Diego County,CA,0,100,13.08,0.1,0,0,4/20/21,4/26/21,1
20210413,6073,San Diego County,CA,0,100,5.81,0,0,0,4/13/21,4/19/21,1
20210406,6073,San Diego County,CA,0,100,5.81,0,0,0,4/6/21,4/12/21,1
20210330,6073,San Diego County,CA,0,100,5.81,0,0,0,3/30/21,4/5/21,1
20210323,6073,San Diego County,CA,0,100,5.81,0,0,0,3/23/21,3/29/21,1
20210316,6073,San Diego County,CA,0,100,4.9,0,0,0,3/16/21,3/22/21,1
20210309,6073,San Diego County,CA,0,100,5.66,0,0,0,3/9/21,3/15/21,1
20210302,6073,San Diego County,CA,0,100,5.66,0,0,0,3/2/21,3/8/21,1
20210223,6073,San Diego County,CA,0,100,5.11,0,0,0,2/23/21,3/1/21,1
20210216,6073,San Diego County,CA,0,100,5.11,0,0,0,2/16/21,2/22/21,1
20210209,6073,San Diego County,CA,0,100,5.11,0,0,0,2/9/21,2/15/21,1
20210202,6073,San Diego County,CA,0,100,5.11,0,0,0,2/2/21,2/8/21,1
20210126,6073,San Diego County,CA,0,100,5.11,0,0,0,1/26/21,2/1/21,1
20210119,6073,San Diego County,CA,0,100,5.11,0,0,0,1/19/21,1/25/21,1
20210112,6073,San Diego County,CA,0,100,5.11,0,0,0,1/12/21,1/18/21,1
20210105,6073,San Diego County,CA,0,100,5.09,0,0,0,1/5/21,1/11/21,1
20201229,6073,San Diego County,CA,0,100,4.8,0,0,0,12/29/20,1/4/21,1
20201222,6073,San Diego County,CA,0,100,4.8,0,0,0,12/22/20,12/28/20,1
20201215,6073,San Diego County,CA,0,100,4.8,0,0,0,12/15/20,12/21/20,1
20201208,6073,San Diego County,CA,0,100,4.8,0,0,0,12/8/20,12/14/20,1
20201201,6073,San Diego County,CA,57.24,42.76,0.67,0,0,0,12/1/20,12/7/20,1
20201124,6073,San Diego County,CA,57.86,42.14,0.67,0,0,0,11/24/20,11/30/20,1
20201117,6073,San Diego County,CA,57.86,42.14,0.67,0,0,0,11/17/20,11/23/20,1
20201110,6073,San Diego County,CA,57.05,42.95,0.67,0,0,0,11/10/20,11/16/20,1
20201103,6073,San Diego County,CA,57.05,42.95,0.67,0,0,0,11/3/20,11/9/20,1
20201027,6073,San Diego County,CA,56.97,43.03,0.67,0,0,0,10/27/20,11/2/20,1
20201020,6073,San Diego County,CA,56.97,43.03,0.67,0,0,0,10/20/20,10/26/20,1
20201013,6073,San Diego County,CA,56.97,43.03,0.67,0,0,0,10/13/20,10/19/20,1
20201006,6073,San Diego County,CA,56.97,43.03,0.67,0,0,0,10/6/20,10/12/20,1
20200929,6073,San Diego County,CA,56.67,43.33,1.01,0,0,0,9/29/20,10/5/20,1
20200922,6073,San Diego County,CA,56.96,43.04,1.01,0,0,0,9/22/20,9/28/20,1
20200915,6073,San Diego County,CA,56.96,43.04,1.01,0,0,0,9/15/20,9/21/20,1
20200908,6073,San Diego County,CA,56.96,43.04,0,0,0,0,9/8/20,9/14/20,1
20200901,6073,San Diego County,CA,57.35,42.65,0,0,0,0,9/1/20,9/7/20,1
20200825,6073,San Diego County,CA,58.29,41.71,0,0,0,0,8/25/20,8/31/20,1
20200818,6073,San Diego County,CA,58.29,41.71,0,0,0,0,8/18/20,8/24/20,1
20200811,6073,San Diego County,CA,100,0,0,0,0,0,8/11/20,8/17/20,1
20200804,6073,San Diego County,CA,100,0,0,0,0,0,8/4/20,8/10/20,1
20200728,6073,San Diego County,CA,100,0,0,0,0,0,7/28/20,8/3/20,1
20200721,6073,San Diego County,CA,100,0,0,0,0,0,7/21/20,7/27/20,1
20200714,6073,San Diego County,CA,100,0,0,0,0,0,7/14/20,7/20/20,1
20200707,6073,San Diego County,CA,100,0,0,0,0,0,7/7/20,7/13/20,1
20200630,6073,San Diego County,CA,100,0,0,0,0,0,6/30/20,7/6/20,1
20200623,6073,San Diego County,CA,100,0,0,0,0,0,6/23/20,6/29/20,1
20200616,6073,San Diego County,CA,100,0,0,0,0,0,6/16/20,6/22/20,1
20200609,6073,San Diego County,CA,100,0,0,0,0,0,6/9/20,6/15/20,1
20200602,6073,San Diego County,CA,100,0,0,0,0,0,6/2/20,6/8/20,1
20200526,6073,San Diego County,CA,100,0,0,0,0,0,5/26/20,6/1/20,1
20200519,6073,San Diego County,CA,100,0,0,0,0,0,5/19/20,5/25/20,1
20200512,6073,San Diego County,CA,100,0,0,0,0,0,5/12/20,5/18/20,1
20200505,6073,San Diego County,CA,100,0,0,0,0,0,5/5/20,5/11/20,1
20200428,6073,San Diego County,CA,100,0,0,0,0,0,4/28/20,5/4/20,1
20200421,6073,San Diego County,CA,100,0,0,0,0,0,4/21/20,4/27/20,1
20200414,6073,San Diego County,CA,100,0,0,0,0,0,4/14/20,4/20/20,1
20200407,6073,San Diego County,CA,100,0,0,0,0,0,4/7/20,4/13/20,1
20200331,6073,San Diego County,CA,91.22,8.78,0,0,0,0,3/31/20,4/6/20,1
20200324,6073,San Diego County,CA,91.22,8.78,0,0,0,0,3/24/20,3/30/20,1
20200317,6073,San Diego County,CA,89.58,10.42,0,0,0,0,3/17/20,3/23/20,1
20200310,6073,San Diego County,CA,87.93,12.07,0,0,0,0,3/10/20,3/16/20,1
20200303,6073,San Diego County,CA,100,0,0,0,0,0,3/3/20,3/9/20,1
20200225,6073,San Diego County,CA,100,0,0,0,0,0,2/25/20,3/2/20,1
20200218,6073,San Diego County,CA,100,0,0,0,0,0,2/18/20,2/24/20,1
20200211,6073,San Diego County,CA,100,0,0,0,0,0,2/11/20,2/17/20,1
20200204,6073,San Diego County,CA,100,0,0,0,0,0,2/4/20,2/10/20,1
20200128,6073,San Diego County,CA,100,0,0,0,0,0,1/28/20,2/3/20,1
20200121,6073,San Diego County,CA,100,0,0,0,0,0,1/21/20,1/27/20,1
20200114,6073,San Diego County,CA,100,0,0,0,0,0,1/14/20,1/20/20,1
20200107,6073,San Diego County,CA,100,0,0,0,0,0,1/7/20,1/13/20,1
20191231,6073,San Diego County,CA,100,0,0,0,0,0,12/31/19,1/6/20,1
20191224,6073,San Diego County,CA,100,0,0,0,0,0,12/24/19,12/30/19,1
20191217,6073,San Diego County,CA,100,0,0,0,0,0,12/17/19,12/23/19,1
20191210,6073,San Diego County,CA,100,0,0,0,0,0,12/10/19,12/16/19,1
20191203,6073,San Diego County,CA,100,0,0,0,0,0,12/3/19,12/9/19,1
20191126,6073,San Diego County,CA,77.96,22.04,0,0,0,0,11/26/19,12/2/19,1
20191119,6073,San Diego County,CA,0,100,0,0,0,0,11/19/19,11/25/19,1
20191112,6073,San Diego County,CA,0,100,0,0,0,0,11/12/19,11/18/19,1
20191105,6073,San Diego County,CA,100,0,0,0,0,0,11/5/19,11/11/19,1
20191029,6073,San Diego County,CA,100,0,0,0,0,0,10/29/19,11/4/19,1
20191022,6073,San Diego County,CA,100,0,0,0,0,0,10/22/19,10/28/19,1
20191015,6073,San Diego County,CA,100,0,0,0,0,0,10/15/19,10/21/19,1
20191008,6073,San Diego County,CA,100,0,0,0,0,0,10/8/19,10/14/19,1
20191001,6073,San Diego County,CA,100,0,0,0,0,0,10/1/19,10/7/19,1
20190924,6073,San Diego County,CA,1.5,98.5,0,0,0,0,9/24/19,9/30/19,1
20190917,6073,San Diego County,CA,1.5,98.5,0,0,0,0,9/17/19,9/23/19,1
20190910,6073,San Diego County,CA,1.5,98.5,0,0,0,0,9/10/19,9/16/19,1
20190903,6073,San Diego County,CA,1.5,98.5,0,0,0,0,9/3/19,9/9/19,1
20190827,6073,San Diego County,CA,1.5,98.5,0,0,0,0,8/27/19,9/2/19,1
20190820,6073,San Diego County,CA,1.74,98.26,0,0,0,0,8/20/19,8/26/19,1
20190813,6073,San Diego County,CA,1.74,98.26,0,0,0,0,8/13/19,8/19/19,1
20190806,6073,San Diego County,CA,1.74,98.26,0,0,0,0,8/6/19,8/12/19,1
20190730,6073,San Diego County,CA,1.74,98.26,0,0,0,0,7/30/19,8/5/19,1
20190723,6073,San Diego County,CA,1.74,98.26,0,0,0,0,7/23/19,7/29/19,1
20190716,6073,San Diego County,CA,1.74,98.26,0,0,0,0,7/16/19,7/22/19,1
20190709,6073,San Diego County,CA,1.74,98.26,0,0,0,0,7/9/19,7/15/19,1
20190702,6073,San Diego County,CA,1.74,98.26,0,0,0,0,7/2/19,7/8/19,1
20190625,6073,San Diego County,CA,1.74,98.26,0,0,0,0,6/25/19,7/1/19,1
20190618,6073,San Diego County,CA,1.74,98.26,0,0,0,0,6/18/19,6/24/19,1
20190611,6073,San Diego County,CA,1.74,98.26,0,0,0,0,6/11/19,6/17/19,1
20190604,6073,San Diego County,CA,1.74,98.26,0,0,0,0,6/4/19,6/10/19,1
20190528,6073,San Diego County,CA,1.71,98.29,0,0,0,0,5/28/19,6/3/19,1
20190521,6073,San Diego County,CA,1.71,98.29,0,0,0,0,5/21/19,5/27/19,1
20190514,6073,San Diego County,CA,1.71,98.29,0,0,0,0,5/14/19,5/20/19,1
20190507,6073,San Diego County,CA,1.71,98.29,0,0,0,0,5/7/19,5/13/19,1
20190430,6073,San Diego County,CA,1.71,98.29,0,0,0,0,4/30/19,5/6/19,1
20190423,6073,San Diego County,CA,1.71,98.29,0,0,0,0,4/23/19,4/29/19,1
20190416,6073,San Diego County,CA,1.71,98.29,0,0,0,0,4/16/19,4/22/19,1
20190409,6073,San Diego County,CA,1.71,98.29,0,0,0,0,4/9/19,4/15/19,1
20190402,6073,San Diego County,CA,1.71,98.29,0,0,0,0,4/2/19,4/8/19,1
20190326,6073,San Diego County,CA,1.71,98.29,0,0,0,0,3/26/19,4/1/19,1
20190319,6073,San Diego County,CA,1.71,98.29,0,0,0,0,3/19/19,3/25/19,1
20190312,6073,San Diego County,CA,1.71,98.29,0,0,0,0,3/12/19,3/18/19,1
20190305,6073,San Diego County,CA,1.67,98.33,0,0,0,0,3/5/19,3/11/19,1
20190226,6073,San Diego County,CA,1.67,98.33,0,0,0,0,2/26/19,3/4/19,1
20190219,6073,San Diego County,CA,1.67,98.33,5.18,0,0,0,2/19/19,2/25/19,1
20190212,6073,San Diego County,CA,0,100,100,0,0,0,2/12/19,2/18/19,1
20190205,6073,San Diego County,CA,0,100,100,0,0,0,2/5/19,2/11/19,1
20190129,6073,San Diego County,CA,0,100,100,0,0,0,1/29/19,2/4/19,1
20190122,6073,San Diego County,CA,0,100,100,0,0,0,1/22/19,1/28/19,1
20190115,6073,San Diego County,CA,0,100,100,0,0,0,1/15/19,1/21/19,1
20190108,6073,San Diego County,CA,0,100,100,33.47,0,0,1/8/19,1/14/19,1
20190101,6073,San Diego County,CA,0,100,100,33.47,0,0,1/1/19,1/7/19,1
20181225,6073,San Diego County,CA,0,100,100,100,0,0,12/25/18,12/31/18,1
20181218,6073,San Diego County,CA,0,100,100,100,0,0,12/18/18,12/24/18,1
20181211,6073,San Diego County,CA,0,100,100,100,0,0,12/11/18,12/17/18,1
20181204,6073,San Diego County,CA,0,100,100,100,5.34,0,12/4/18,12/10/18,1
20181127,6073,San Diego County,CA,0,100,100,100,5.34,0,11/27/18,12/3/18,1
20181120,6073,San Diego County,CA,0,100,100,100,5.34,0,11/20/18,11/26/18,1
20181113,6073,San Diego County,CA,0,100,100,100,5.34,0,11/13/18,11/19/18,1
20181106,6073,San Diego County,CA,0,100,100,100,5.34,0,11/6/18,11/12/18,1
20181030,6073,San Diego County,CA,0,100,100,100,5.34,0,10/30/18,11/5/18,1
20181023,6073,San Diego County,CA,0,100,100,100,5.34,0,10/23/18,10/29/18,1
20181016,6073,San Diego County,CA,0,100,100,100,5.34,0,10/16/18,10/22/18,1
20181009,6073,San Diego County,CA,0,100,100,100,5.34,0,10/9/18,10/15/18,1
20181002,6073,San Diego County,CA,0,100,100,100,5.34,0,10/2/18,10/8/18,1
20180925,6073,San Diego County,CA,0,100,100,100,5.34,0,9/25/18,10/1/18,1
20180918,6073,San Diego County,CA,0,100,100,100,5.34,0,9/18/18,9/24/18,1
20180911,6073,San Diego County,CA,0,100,100,100,5.34,0,9/11/18,9/17/18,1
20180904,6073,San Diego County,CA,0,100,100,100,0,0,9/4/18,9/10/18,1
20180828,6073,San Diego County,CA,0,100,100,100,0,0,8/28/18,9/3/18,1
20180821,6073,San Diego County,CA,0,100,100,100,0,0,8/21/18,8/27/18,1
20180814,6073,San Diego County,CA,0,100,100,100,0,0,8/14/18,8/20/18,1
20180807,6073,San Diego County,CA,0,100,100,100,0,0,8/7/18,8/13/18,1
20180731,6073,San Diego County,CA,0,100,100,100,0,0,7/31/18,8/6/18,1
